00.000,0.455
00.004,0.460
00.008,0.450
00.012,0.425
00.016,0.435
00.020,0.455
00.024,0.490
00.028,0.500
00.032,0.485
00.036,0.500
00.040,0.495
00.044,0.500
00.048,0.500
00.052,0.515
00.056,0.530
00.060,0.560
00.064,0.570
00.068,0.560
00.072,0.535
00.076,0.535
00.080,0.535
00.084,0.525
00.088,0.510
00.092,0.500
00.096,0.500
00.100,0.490
00.104,0.485
00.108,0.465
00.112,0.460
00.116,0.450
00.120,0.445
00.124,0.440
00.128,0.435
00.132,0.440
00.136,0.445
00.140,0.475
00.144,0.495
00.148,0.500
00.152,0.500
00.156,0.480
00.160,0.450
00.164,0.430
00.168,0.430
00.172,0.445
00.176,0.495
00.180,0.630
00.184,0.880
00.188,1.290
00.192,1.770
00.196,2.190
00.200,2.415
00.204,2.320
00.208,1.985
00.212,1.535
00.216,1.085
00.220,0.750
00.224,0.580
00.228,0.520
00.232,0.525
00.236,0.525
00.240,0.515
00.244,0.490
00.248,0.475
00.252,0.465
00.256,0.450
00.260,0.455
00.264,0.455
00.268,0.465
00.272,0.480
00.276,0.475
00.280,0.490
00.284,0.475
00.288,0.455
00.292,0.460
00.296,0.465
00.300,0.475
00.304,0.475
00.308,0.460
00.312,0.485
00.316,0.485
00.320,0.485
00.324,0.485
00.328,0.495
00.332,0.495
00.336,0.495
00.340,0.495
00.344,0.495
00.348,0.490
00.352,0.485
00.356,0.500
00.360,0.515
00.364,0.530
00.368,0.515
00.372,0.540
00.376,0.555
00.380,0.570
00.384,0.580
00.388,0.595
00.392,0.575
00.396,0.585
00.400,0.600
00.404,0.620
00.408,0.650
00.412,0.665
00.416,0.695
00.420,0.710
00.424,0.725
00.428,0.730
00.432,0.730
00.436,0.750
00.440,0.760
00.444,0.765
00.448,0.755
00.452,0.760
00.456,0.770
00.460,0.775
00.464,0.770
00.468,0.760
00.472,0.755
00.476,0.735
00.480,0.710
00.484,0.685
00.488,0.660
00.492,0.620
00.496,0.600
00.500,0.570
00.504,0.555
00.508,0.540
00.512,0.530
00.516,0.520
00.520,0.505
00.524,0.500
00.528,0.500
00.532,0.495
00.536,0.485
00.540,0.495
00.544,0.485
00.548,0.485
00.552,0.490
00.556,0.465
00.560,0.485
00.564,0.485
00.568,0.490
00.572,0.480
00.576,0.475
00.580,0.475
00.584,0.490
00.588,0.475
00.592,0.460
00.596,0.455
00.600,0.465
00.604,0.475
00.608,0.485
00.612,0.480
00.616,0.480
00.620,0.485
00.624,0.490
00.628,0.490
00.632,0.480
00.636,0.465
00.640,0.450
00.644,0.445
00.648,0.450
00.652,0.450
00.656,0.475
00.660,0.465
00.664,0.455
00.668,0.450
00.672,0.450
00.676,0.475
00.680,0.465
00.684,0.480
00.688,0.485
00.692,0.475
00.696,0.490
00.700,0.480
00.704,0.450
00.708,0.465
00.712,0.475
00.716,0.485
00.720,0.485
00.724,0.465
00.728,0.485
00.732,0.475
00.736,0.475
00.740,0.465
00.744,0.465
00.748,0.475
00.752,0.475
00.756,0.475
00.760,0.475
00.764,0.455
00.768,0.450
00.772,0.440
00.776,0.435
00.780,0.430
00.784,0.450
00.788,0.455
00.792,0.465
00.796,0.465
00.800,0.450
00.804,0.445
00.808,0.445
00.812,0.450
00.816,0.455
00.820,0.450
00.824,0.460
00.828,0.455
00.832,0.455
00.836,0.465
00.840,0.465
00.844,0.475
00.848,0.485
00.852,0.490
00.856,0.485
00.860,0.475
00.864,0.475
